name,pref,address,companies,lines,exclude
中田,徳島県,小松島市中郷町長平,JR四国,JR牟岐線,徳島県|神奈川県|青森県
南小松島,徳島県,小松島市南小松島町,JR四国,JR牟岐線,徳島県
阿波赤石,徳島県,小松島市赤石町,JR四国,JR牟岐線,徳島県
立江,徳島県,小松島市立江町字株木,JR四国,JR牟岐線,徳島県
羽ノ浦,徳島県,阿南市羽ノ浦町宮倉,JR四国,JR牟岐線,徳島県
西原,徳島県,阿南市那賀川町大京原,JR四国,JR牟岐線,広島県|徳島県
阿波中島,徳島県,阿南市那賀川町赤池,JR四国,JR牟岐線,徳島県
阿南,徳島県,阿南市富岡町字今福寺,JR四国,JR牟岐線,徳島県
見能林,徳島県,阿南市見能林町清水山東,JR四国,JR牟岐線,徳島県
阿波橘,徳島県,阿南市津乃峰町東分,JR四国,JR牟岐線,徳島県
桑野,徳島県,阿南市桑野町岡元,JR四国,JR牟岐線,徳島県
新野,徳島県,阿南市新野町信里,JR四国,JR牟岐線,兵庫県|徳島県
阿波福井,徳島県,阿南市福井町中連,JR四国,JR牟岐線,徳島県
由岐,徳島県,海部郡美波町西の地東地,JR四国,JR牟岐線,徳島県
田井ノ浜,徳島県,海部郡美波町田井,JR四国,JR牟岐線,徳島県
木岐,徳島県,海部郡美波町木岐字本村,JR四国,JR牟岐線,徳島県
北河内,徳島県,海部郡美波町北河内,JR四国,JR牟岐線,山口県|徳島県
日和佐,徳島県,海部郡美波町奥河内,JR四国,JR牟岐線,徳島県
山河内,徳島県,海部郡美波町山河内,JR四国,JR牟岐線,徳島県
辺川,徳島県,海部郡牟岐町大字橘,JR四国,JR牟岐線,徳島県
牟岐,徳島県,海部郡牟岐町大字中村,JR四国,JR牟岐線,徳島県
鯖瀬,徳島県,海部郡海陽町浅川字鯖瀬口,JR四国,JR牟岐線,徳島県
浅川,徳島県,海部郡海陽町浅川,JR四国,JR牟岐線,徳島県
阿波海南,徳島県,海部郡海陽町四方原,JR四国・阿佐海岸鉄道,JR牟岐線・阿波室戸シーサイドライン,徳島県
鳴門,徳島県,鳴門市撫養町小桑島,JR四国,JR鳴門線,徳島県
撫養,徳島県,鳴門市撫養町南浜,JR四国,JR鳴門線,徳島県
金比羅前,徳島県,鳴門市撫養町木津,JR四国,JR鳴門線,徳島県
教会前,徳島県,鳴門市撫養町木津,JR四国,JR鳴門線,徳島県
立道,徳島県,鳴門市大麻町姫田,JR四国,JR鳴門線,徳島県
阿波大谷,徳島県,鳴門市大麻町大谷,JR四国,JR鳴門線,徳島県
香西,香川県,高松市鶴市町,JR四国,JR予讃線,香川県
鬼無,香川県,高松市鬼無町佐藤,JR四国,JR予讃線,香川県
端岡,香川県,高松市国分寺町新居,JR四国,JR予讃線,香川県
国分,香川県,高松市国分寺町国分,JR四国,JR予讃線,香川県|鹿児島県
讃岐府中,香川県,坂出市府中町,JR四国,JR予讃線,香川県
鴨川,香川県,坂出市府中町西福寺,JR四国,JR予讃線,香川県
八十場,香川県,坂出市西庄町,JR四国,JR予讃線,香川県
坂出,香川県,坂出市元町１丁目,JR四国,JR予讃線,香川県
丸亀,香川県,丸亀市浜町,JR四国,JR予讃線,香川県
讃岐塩屋,香川県,丸亀市塩屋町,JR四国,JR予讃線,香川県
海岸寺,香川県,仲多度郡多度津町大字西白方,JR四国,JR予讃線,香川県
津島ノ宮,香川県,三豊市三野町大見,JR四国,JR予讃線,香川県
詫間,香川県,三豊市詫間町松崎字浜,JR四国,JR予讃線,香川県
みの,香川県,三豊市三野町下高瀬,JR四国,JR予讃線,香川県
高瀬,香川県,三豊市高瀬町新名,JR四国,JR予讃線,山形県|香川県
比地大,香川県,三豊市豊中町比地大,JR四国,JR予讃線,香川県
本山,香川県,三豊市豊中町岡本,JR四国,JR予讃線,愛知県|長崎県|香川県
観音寺,香川県,観音寺市観音寺町,JR四国,JR予讃線,愛知県|香川県
豊浜,香川県,観音寺市豊浜町姫浜,JR四国,JR予讃線,香川県
箕浦,香川県,観音寺市豊浜町箕浦,JR四国,JR予讃線,香川県
川之江,愛媛県,四国中央市川之江町,JR四国,JR予讃線,愛媛県
伊予三島,愛媛県,四国中央市三島中央３丁目,JR四国,JR予讃線,愛媛県
伊予寒川,愛媛県,四国中央市寒川町,JR四国,JR予讃線,愛媛県
赤星,愛媛県,四国中央市土居町津根,JR四国,JR予讃線,愛媛県
伊予土居,愛媛県,四国中央市土居町土居,JR四国,JR予讃線,愛媛県
関川,愛媛県,四国中央市土居町北野,JR四国,JR予讃線,愛媛県
多喜浜,愛媛県,新居浜市又野１丁目,JR四国,JR予讃線,愛媛県
新居浜,愛媛県,新居浜市坂井町,JR四国,JR予讃線,愛媛県
中萩,愛媛県,新居浜市大生院,JR四国,JR予讃線,愛媛県
伊予西条,愛媛県,西条市大町福森,JR四国,JR予讃線,愛媛県
石鎚山,愛媛県,西条市西田甲,JR四国,JR予讃線,愛媛県
伊予氷見,愛媛県,西条市氷見,JR四国,JR予讃線,愛媛県
伊予小松,愛媛県,西条市小松町新屋敷,JR四国,JR予讃線,愛媛県
玉之江,愛媛県,西条市玉之江,JR四国,JR予讃線,愛媛県
壬生川,愛媛県,西条市三津屋,JR四国,JR予讃線,愛媛県
伊予三芳,愛媛県,西条市三芳,JR四国,JR予讃線,愛媛県
伊予桜井,愛媛県,今治市長沢甲,JR四国,JR予讃線,愛媛県
伊予富田,愛媛県,今治市上徳甲,JR四国,JR予讃線,愛媛県
今治,愛媛県,今治市北宝来町１丁目,JR四国,JR予讃線,愛媛県
波止浜,愛媛県,今治市高部町,JR四国,JR予讃線,愛媛県
波方,愛媛県,今治市波方町樋口,JR四国,JR予讃線,愛媛県
大西,愛媛県,今治市大西町新町,JR四国,JR予讃線,愛媛県
伊予亀岡,愛媛県,今治市菊間町佐方,JR四国,JR予讃線,愛媛県
菊間,愛媛県,今治市菊間町浜,JR四国,JR予讃線,愛媛県
浅海,愛媛県,松山市浅海本谷,JR四国,JR予讃線,愛媛県
大浦,愛媛県,松山市大浦,JR四国,JR予讃線,愛媛県
伊予北条,愛媛県,松山市北条辻,JR四国,JR予讃線,愛媛県
柳原,愛媛県,松山市河野別府,JR四国,JR予讃線,岩手県|愛媛県|長野県
粟井,愛媛県,松山市鹿峰,JR四国,JR予讃線,愛媛県
光洋台,愛媛県,松山市小川,JR四国,JR予讃線,愛媛県
堀江,愛媛県,松山市堀江町,JR四国,JR予讃線,愛媛県
伊予和気,愛媛県,松山市和気町１丁目,JR四国,JR予讃線,愛媛県
三津浜,愛媛県,松山市会津町,JR四国,JR予讃線,愛媛県
松山,愛媛県,松山市南江戸１丁目,JR四国・伊予鉄道,JR予讃線・JR予讃・内子線・伊予鉄道環状線・伊予鉄道松山駅前線,愛媛県|福岡県
市坪,愛媛県,松山市市坪南２丁目,JR四国,JR予讃・内子線,愛媛県
北伊予,愛媛県,伊予郡松前町大字神崎,JR四国,JR予讃・内子線,愛媛県
南伊予,愛媛県,愛媛県伊予市上三谷字堤池下甲388番地,JR四国,JR予讃・内子線,愛媛県
伊予横田,愛媛県,伊予郡松前町大字横田,JR四国,JR予讃・内子線,愛媛県
鳥ノ木,愛媛県,伊予市下吾川,JR四国,JR予讃・内子線,愛媛県
伊予市,愛媛県,伊予市米湊,JR四国・伊予鉄道,JR予讃・内子線・伊予鉄道郡中線,愛媛県
向井原,愛媛県,伊予市市場,JR四国,JR予讃・内子線,愛媛県
伊予大平,愛媛県,伊予市大平,JR四国,JR予讃・内子線,愛媛県
伊予中山,愛媛県,伊予市中山町中山,JR四国,JR予讃・内子線,愛媛県
伊予立川,愛媛県,喜多郡内子町立山,JR四国,JR予讃・内子線,愛媛県
内子,愛媛県,喜多郡内子町大字内子,JR四国,JR予讃・内子線,愛媛県
五十崎,愛媛県,喜多郡内子町五十崎,JR四国,JR予讃・内子線,愛媛県
喜多山,愛媛県,大洲市喜多山,JR四国,JR予讃・内子線,愛媛県|愛知県
新谷,愛媛県,大洲市新谷乙,JR四国,JR予讃・内子線,愛媛県
高野川,愛媛県,伊予市双海町高野川,JR四国,JR予讃・内子線,愛媛県
伊予上灘,愛媛県,伊予市双海町高岸,JR四国,JR予讃・内子線,愛媛県
下灘,愛媛県,伊予市双海町大久保,JR四国,JR予讃・内子線,愛媛県
串,愛媛県,伊予市双海町串,JR四国,JR予讃・内子線,愛媛県
喜多灘,愛媛県,大洲市長浜町今坊甲,JR四国,JR予讃・内子線,愛媛県
伊予長浜,愛媛県,大洲市長浜乙,JR四国,JR予讃・内子線,愛媛県
伊予出石,愛媛県,大洲市長浜町上老松甲,JR四国,JR予讃・内子線,愛媛県
伊予白滝,愛媛県,大洲市白滝甲,JR四国,JR予讃・内子線,愛媛県
八多喜,愛媛県,大洲市八多喜町,JR四国,JR予讃・内子線,愛媛県
春賀,愛媛県,大洲市春賀甲,JR四国,JR予讃・内子線,愛媛県
五郎,愛媛県,大洲市五郎大谷甲,JR四国,JR予讃・内子線,愛媛県
伊予大洲,愛媛県,大洲市中村,JR四国,JR予讃・内子線,愛媛県
西大洲,愛媛県,大洲市阿蔵甲,JR四国,JR予讃・内子線,愛媛県
伊予平野,愛媛県,大洲市平野町野田,JR四国,JR予讃・内子線,愛媛県
千丈,愛媛県,八幡浜市大字郷字堀田,JR四国,JR予讃・内子線,愛媛県
八幡浜,愛媛県,八幡浜市江戸岡１丁目,JR四国,JR予讃・内子線,愛媛県
双岩,愛媛県,八幡浜市若山,JR四国,JR予讃・内子線,愛媛県
伊予石城,愛媛県,西予市宇和町岩木,JR四国,JR予讃・内子線,愛媛県
上宇和,愛媛県,西予市宇和町下松葉,JR四国,JR予讃・内子線,愛媛県
卯之町,愛媛県,西予市宇和町卯之町,JR四国,JR予讃・内子線,愛媛県
下宇和,愛媛県,西予市宇和町皆田,JR四国,JR予讃・内子線,愛媛県
立間,愛媛県,宇和島市吉田町立間,JR四国,JR予讃・内子線,愛媛県
伊予吉田,愛媛県,宇和島市吉田町立間尻,JR四国,JR予讃・内子線,愛媛県
高光,愛媛県,宇和島市高串,JR四国,JR予讃・内子線,愛媛県
北宇和島,愛媛県,宇和島市伊吹町北通り,JR四国,JR予讃・内子線・しまんとグリーンライン,愛媛県
宇和島,愛媛県,宇和島市錦町,JR四国,JR予讃・内子線・しまんとグリーンライン,愛媛県
若井,高知県,高岡郡四万十町若井,JR四国・土佐くろしお鉄道,しまんとグリーンライン・中村線,高知県
家地川,高知県,高岡郡四万十町家地川,JR四国,しまんとグリーンライン,高知県
打井川,高知県,高岡郡四万十町打井川,JR四国,しまんとグリーンライン,高知県
土佐大正,高知県,高岡郡四万十町大正田野々,JR四国,しまんとグリーンライン,高知県
土佐昭和,高知県,高岡郡四万十町昭和,JR四国,しまんとグリーンライン,高知県
十川,高知県,高岡郡四万十町十川,JR四国,しまんとグリーンライン,青森県|高知県
半家,高知県,四万十市西土佐半家,JR四国,しまんとグリーンライン,高知県
江川崎,高知県,四万十市西土佐江川崎,JR四国,しまんとグリーンライン,高知県
西ケ方,高知県,高知県四万十市西土佐西ヶ方馬引田,JR四国,しまんとグリーンライン,高知県
真土,愛媛県,北宇和郡松野町大字蕨生,JR四国,しまんとグリーンライン,愛媛県
吉野生,愛媛県,北宇和郡松野町大字吉野,JR四国,しまんとグリーンライン,愛媛県
松丸,愛媛県,北宇和郡松野町大字松丸,JR四国,しまんとグリーンライン,愛媛県
出目,愛媛県,北宇和郡鬼北町出目,JR四国,しまんとグリーンライン,愛媛県
近永,愛媛県,北宇和郡鬼北町,JR四国,しまんとグリーンライン,愛媛県
深田,愛媛県,北宇和郡鬼北町内深田,JR四国,しまんとグリーンライン,愛媛県
大内,愛媛県,宇和島市三間町古藤田,JR四国,しまんとグリーンライン,愛媛県
二名,愛媛県,宇和島市三間町中野中,JR四国,しまんとグリーンライン,愛媛県
伊予宮野下,愛媛県,宇和島市三間町宮野下,JR四国,しまんとグリーンライン,愛媛県
務田,愛媛県,宇和島市三間町迫目,JR四国,しまんとグリーンライン,愛媛県
博多,福岡県,福岡市博多区博多駅中央街,JR西日本・JR九州・福岡市交通局,JR博多南線・JR鹿児島本線(下関・門司港～博多)・JR鹿児島本線(博多～八代)・福北ゆたか線・福岡市営地下鉄空港線,福岡県
博多南,福岡県,春日市上白水柏田,JR西日本,JR博多南線,福岡県
門司港,福岡県,北九州市門司区西海岸１丁目,JR九州・平成筑豊鉄道,JR鹿児島本線(下関・門司港～博多)・JR日豊本線(門司港～佐伯)・門司港レトロ観光線,福岡県
小森江,福岡県,北九州市門司区小森江３丁目,JR九州,JR鹿児島本線(下関・門司港～博多)・JR日豊本線(門司港～佐伯),福岡県
小倉,福岡県,北九州市小倉北区浅野１丁目,JR九州・北九州高速鉄道,JR鹿児島本線(下関・門司港～博多)・JR日豊本線(門司港～佐伯)・JR日田彦山線・北九州モノレール,京都府|福岡県
西小倉,福岡県,北九州市小倉北区室町３丁目,JR九州,JR鹿児島本線(下関・門司港～博多)・JR日豊本線(門司港～佐伯)・JR日田彦山線,福岡県
九州工大前,福岡県,北九州市戸畑区中原西１丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
戸畑,福岡県,北九州市戸畑区汐井町,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
枝光,福岡県,北九州市八幡東区枝光２丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
スペースワールド,福岡県,北九州市八幡東区大字尾倉４００-４,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
八幡,福岡県,北九州市八幡東区西本町３丁目,JR九州,JR鹿児島本線(下関・門司港～博多),愛知県|福岡県|静岡県
黒崎,福岡県,北九州市八幡西区黒崎３丁目,JR九州・筑豊電気鉄道,JR鹿児島本線(下関・門司港～博多)・筑豊電気鉄道線,福岡県
陣原,福岡県,北九州市八幡西区陣原１丁目２番１号,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
折尾,福岡県,北九州市八幡西区堀川町,JR九州,JR鹿児島本線(下関・門司港～博多)・若松線・福北ゆたか線(折尾～桂川),福岡県
水巻,福岡県,遠賀郡水巻町大字頃末,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
遠賀川,福岡県,遠賀郡遠賀町今古賀,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
海老津,福岡県,遠賀郡岡垣町大字海老津,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
教育大前,福岡県,宗像市陵厳寺,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
赤間,福岡県,宗像市大字土穴,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
東郷,福岡県,宗像市田熊,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
東福間,福岡県,福津市津丸,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
福間,福岡県,福津市中央３丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
千鳥,福岡県,古賀市久保,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
古賀,福岡県,古賀市後牟田,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
ししぶ,福岡県,福岡県古賀市美明二丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
新宮中央,福岡県,福岡県糟屋郡新宮町上府1323-2,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
福工大前,福岡県,福岡市東区和白丘１丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
九産大前,福岡県,福岡市東区唐原,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
香椎,福岡県,福岡市東区香椎駅前１丁目,JR九州,JR鹿児島本線(下関・門司港～博多)・海の中道線・JR香椎線(香椎～宇美),福岡県
千早,福岡県,福岡市東区水谷２丁目８３-１,JR九州・西日本鉄道,JR鹿児島本線(下関・門司港～博多)・西鉄貝塚線,福岡県
箱崎,福岡県,福岡市東区箱崎１丁目,JR九州,JR鹿児島本線(下関・門司港～博多),福岡県
吉塚,福岡県,福岡市博多区吉塚本町,JR九州,JR鹿児島本線(下関・門司港～博多)・福北ゆたか線,福岡県
竹下,福岡県,福岡市博多区竹下４丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
笹原,福岡県,福岡市南区井尻３丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
南福岡,福岡県,福岡市博多区寿町２丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
春日,福岡県,春日市春日原北町,JR九州,JR鹿児島本線(博多～八代),東京都|福岡県
大野城,福岡県,大野城市白木原１丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
水城,福岡県,大野城市下大利３丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
都府楼南,福岡県,太宰府市都府楼南３丁目,JR九州,JR鹿児島本線(博多～八代),福岡県
二日市,福岡県,福岡県筑紫野市二日市中央一丁目1-1,JR九州,JR鹿児島本線(博多～八代),福岡県
天拝山,福岡県,筑紫野市立明寺,JR九州,JR鹿児島本線(博多～八代),福岡県
原田,福岡県,筑紫野市大字原田,JR九州,JR鹿児島本線(博多～八代)・原田線,福岡県|静岡県
けやき台,佐賀県,三養基郡基山町小倉,JR九州,JR鹿児島本線(博多～八代),佐賀県
基山,佐賀県,三養基郡基山町大字小倉,JR九州・甘木鉄道,JR鹿児島本線(博多～八代)・甘木鉄道,佐賀県
弥生が丘,佐賀県,鳥栖市永吉町字来帰り６３３-１,JR九州,JR鹿児島本線(博多～八代),佐賀県
田代,佐賀県,鳥栖市桜町,JR九州,JR鹿児島本線(博多～八代),佐賀県
鳥栖,佐賀県,鳥栖市京町,JR九州,JR鹿児島本線(博多～八代)・JR長崎本線(鳥栖～長崎),佐賀県
肥前旭,佐賀県,鳥栖市儀徳町,JR九州,JR鹿児島本線(博多～八代),佐賀県
久留米,福岡県,久留米市城南町２丁目,JR九州,JR鹿児島本線(博多～八代)・ゆふ高原線,福岡県
荒木,福岡県,久留米市荒木町白口,JR九州,JR鹿児島本線(博多～八代),福岡県
西牟田,福岡県,筑後市大字西牟田,JR九州,JR鹿児島本線(博多～八代),福岡県
羽犬塚,福岡県,筑後市山ノ井諏訪ノ前,JR九州,JR鹿児島本線(博多～八代),福岡県
筑後船小屋,福岡県,筑後市大字津島,JR九州,JR鹿児島本線(博多～八代),福岡県
瀬高,福岡県,みやま市瀬高町下庄２３１５,JR九州,JR鹿児島本線(博多～八代),福岡県
南瀬高,福岡県,みやま市瀬高町太神,JR九州,JR鹿児島本線(博多～八代),福岡県
渡瀬,福岡県,みやま市高田町濃施,JR九州,JR鹿児島本線(博多～八代),福岡県|群馬県
吉野,福岡県,大牟田市倉永字神屋原,JR九州,JR鹿児島本線(博多～八代),奈良県|福岡県
銀水,福岡県,大牟田市大字草木,JR九州,JR鹿児島本線(博多～八代),福岡県
大牟田,福岡県,大牟田市不知火町１丁目,JR九州・西日本鉄道,JR鹿児島本線(博多～八代)・西鉄天神大牟田線,福岡県
荒尾,熊本県,荒尾市大字万田,JR九州,JR鹿児島本線(博多～八代),岐阜県|熊本県
南荒尾,熊本県,荒尾市大字増永,JR九州,JR鹿児島本線(博多～八代),熊本県
長洲,熊本県,玉名郡長洲町高浜１４７９,JR九州,JR鹿児島本線(博多～八代),熊本県
大野下,熊本県,玉名市岱明町大野下,JR九州,JR鹿児島本線(博多～八代),熊本県
玉名,熊本県,玉名市中,JR九州,JR鹿児島本線(博多～八代),熊本県
肥後伊倉,熊本県,玉名市伊倉北方,JR九州,JR鹿児島本線(博多～八代),熊本県
木葉,熊本県,玉名郡玉東町大字木葉,JR九州,JR鹿児島本線(博多～八代),熊本県
田原坂,熊本県,熊本市北区植木町轟1687,JR九州,JR鹿児島本線(博多～八代),熊本県
植木,熊本県,熊本市北区植木町鐙田75,JR九州,JR鹿児島本線(博多～八代),熊本県
西里,熊本県,熊本市下硯川町,JR九州,JR鹿児島本線(博多～八代),熊本県
崇城大学前,熊本県,熊本市池田４丁目,JR九州,JR鹿児島本線(博多～八代),熊本県
上熊本,熊本県,熊本市上熊本２丁目,JR九州・熊本電気鉄道・熊本市交通局,JR鹿児島本線(博多～八代)・熊本電鉄上熊本線・熊本市電Ｂ系統,熊本県
西熊本,熊本県,熊本市南区刈草一丁目,JR九州,JR鹿児島本線(博多～八代),熊本県
川尻,熊本県,熊本市八幡町,JR九州,JR鹿児島本線(博多～八代)・三角線（あまくさみすみ線）,熊本県
富合,熊本県,熊本県熊本市南区富合町志々水63-6,JR九州,JR鹿児島本線(博多～八代)・三角線（あまくさみすみ線）,熊本県
宇土,熊本県,宇土市三拾町,JR九州,JR鹿児島本線(博多～八代)・三角線（あまくさみすみ線）,熊本県
松橋,熊本県,宇城市不知火町御領,JR九州,JR鹿児島本線(博多～八代),熊本県
小川,熊本県,宇城市小川町川尻,JR九州,JR鹿児島本線(博多～八代),東京都|熊本県
有佐,熊本県,八代市鏡町下有佐,JR九州,JR鹿児島本線(博多～八代),熊本県
千丁,熊本県,八代市千丁町吉王丸,JR九州,JR鹿児島本線(博多～八代),熊本県
新八代,熊本県,八代市上日置町字女夫木４７７４-２,JR九州,JR鹿児島本線(博多～八代),熊本県
八代,熊本県,八代市萩原町１丁目,JR九州・肥薩おれんじ鉄道,JR鹿児島本線(博多～八代)・えびの高原線(八代～吉松)・肥薩おれんじ鉄道線,熊本県
川内,鹿児島県,薩摩川内市鳥追町,JR九州・肥薩おれんじ鉄道,JR鹿児島本線(川内～鹿児島)・肥薩おれんじ鉄道線,宮城県|岩手県|鹿児島県
隈之城,鹿児島県,薩摩川内市隈之城町,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
木場茶屋,鹿児島県,薩摩川内市木場茶屋町,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
串木野,鹿児島県,鹿児島県いちき串木野市曙町11760,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
神村学園前,鹿児島県,鹿児島県いちき串木野市別府4251,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
市来,鹿児島県,いちき串木野市大里,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
湯之元,鹿児島県,日置市東市来町湯田,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
東市来,鹿児島県,日置市東市来町長里,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
伊集院,鹿児島県,日置市伊集院町徳重,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
薩摩松元,鹿児島県,鹿児島市上谷口町,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
上伊集院,鹿児島県,鹿児島市上谷口町,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
広木,鹿児島県,鹿児島県鹿児島市田上町広木,JR九州,JR鹿児島本線(川内～鹿児島),鹿児島県
鹿児島中央,鹿児島県,鹿児島市中央町,JR九州・鹿児島市交通局,JR鹿児島本線(川内～鹿児島)・JR日豊本線(佐伯～鹿児島中央)・JR指宿枕崎線・鹿児島市電２系統,鹿児島県
新鳥栖,佐賀県,佐賀県鳥栖市原古賀町字一本松220-2,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前麓,佐賀県,鳥栖市平田町,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
中原,佐賀県,三養基郡みやき町原古賀,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
吉野ケ里公園,佐賀県,佐賀県神埼郡吉野ヶ里町吉田,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
神埼,佐賀県,神埼市神埼町田道ケ里,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
伊賀屋,佐賀県,佐賀市兵庫町大字若宮,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
鍋島,佐賀県,佐賀市鍋島町大字八戸溝,JR九州,JR長崎本線(鳥栖～長崎)・JR唐津線,佐賀県
バルーンさが,佐賀県,佐賀市嘉瀬町荻野字黒木篭,JR九州,JR長崎本線(鳥栖～長崎)・JR唐津線,佐賀県
久保田,佐賀県,佐賀市久保田町久富,JR九州,JR長崎本線(鳥栖～長崎)・JR唐津線,佐賀県|秋田県
牛津,佐賀県,小城市牛津町柿樋瀬,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前山口,佐賀県,杵島郡江北町大字山口,JR九州,JR長崎本線(鳥栖～長崎)・JR佐世保線,佐賀県
肥前白石,佐賀県,杵島郡白石町大字福田,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前竜王,佐賀県,杵島郡白石町坂田,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前鹿島,佐賀県,鹿島市大字高津原,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前浜,佐賀県,鹿島市浜町,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前七浦,佐賀県,鹿島市大字音成,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前飯田,佐賀県,鹿島市大字飯田乙,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
多良,佐賀県,藤津郡太良町大字多良,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
肥前大浦,佐賀県,藤津郡太良町大字大浦丙,JR九州,JR長崎本線(鳥栖～長崎),佐賀県
小長井,長崎県,諫早市小長井町小川原浦,JR九州,JR長崎本線(鳥栖～長崎),長崎県
長里,長崎県,諫早市小長井町打越,JR九州,JR長崎本線(鳥栖～長崎),長崎県
湯江,長崎県,諫早市高来町三部壱,JR九州,JR長崎本線(鳥栖～長崎),長崎県
小江,長崎県,諫早市高来町下与,JR九州,JR長崎本線(鳥栖～長崎),長崎県
肥前長田,長崎県,諫早市長田町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
東諫早,長崎県,諫早市小豆崎町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
諫早,長崎県,諫早市永昌町,JR九州・島原鉄道,JR長崎本線(鳥栖～長崎)・JR大村線・島原鉄道線,長崎県
西諫早,長崎県,諫早市馬渡町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
喜々津,長崎県,諫早市多良見町化屋,JR九州,JR長崎本線(鳥栖～長崎),長崎県
市布,長崎県,諫早市多良見町市布,JR九州,JR長崎本線(鳥栖～長崎),長崎県
肥前古賀,長崎県,長崎市松原町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
現川,長崎県,長崎市現川町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
東園,長崎県,諫早市多良見町東園,JR九州,JR長崎本線(鳥栖～長崎),長崎県
大草,長崎県,諫早市多良見町元釜,JR九州,JR長崎本線(鳥栖～長崎),長崎県
本川内,長崎県,西彼杵郡長与町本川内郷,JR九州,JR長崎本線(鳥栖～長崎),長崎県
長与,長崎県,西彼杵郡長与町吉無田郷,JR九州,JR長崎本線(鳥栖～長崎),長崎県
高田,長崎県,西彼杵郡長与町高田郷,JR九州,JR長崎本線(鳥栖～長崎),奈良県|新潟県|神奈川県|福岡県|長崎県|香川県
道ノ尾,長崎県,長崎市葉山町,JR九州,JR長崎本線(鳥栖～長崎),長崎県
西浦上,長崎県,長崎市音無町,JR九州・長崎電気軌道,JR長崎本線(鳥栖～長崎)・長崎電軌１系統・長崎電軌３系統,長崎県
浦上,長崎県,長崎市川口町,JR九州・長崎電気軌道,JR長崎本線(鳥栖～長崎)・長崎電軌１系統・長崎電軌３系統,長崎県
南小倉,福岡県,北九州市小倉北区木町３丁目,JR九州,JR日豊本線(門司港～佐伯)・JR日田彦山線,福岡県
城野,福岡県,北九州市小倉南区城野一丁目6-1,JR九州,JR日豊本線(門司港～佐伯)・JR日田彦山線,福岡県
安部山公園,福岡県,北九州市小倉南区湯川新町４丁目,JR九州,JR日豊本線(門司港～佐伯),福岡県
下曽根,福岡県,北九州市小倉南区下曽根１丁目,JR九州,JR日豊本線(門司港～佐伯),福岡県
朽網,福岡県,北九州市小倉南区井無田,JR九州,JR日豊本線(門司港～佐伯),福岡県
